"Grafos","https://raw.githubusercontent.com/Fernando1612/EDA/master/Estructuras%20de%20datos/grafos/vocabulario-definiciones.md"
"Lista de adyacencia","https://raw.githubusercontent.com/Fernando1612/EDA/master/Estructuras%20de%20datos/grafos/lista-adyacencia.md"
"Matriz de adyacencia","https://raw.githubusercontent.com/Fernando1612/EDA/master/Estructuras%20de%20datos/grafos/matriz-adyacencia.md"
"Estructuras"
"¿Qué es git?","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/git/que-es-git.md"
"Git"
"Introducción a la programación en JavaScript","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/JavaScript/Introudcción_a_la_programación_en_JavaScript.md"
"Contexto","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/JavaScript/contexto.md"
"Programación Funcional","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/JavaScript/programacion-funcional.md"
"JavaScript"
"Expresiones regulares","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/linux/expresiones-regulares.md"
"Servicios","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/linux/linux-services.md"
"NGINX","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/linux/nginx-server-config.md"
"Linux"
"Archivos","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/archivos.md"
"Atributos y métodos","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/atributos-metodos.md",
"Ciclos For","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/ciclos-for.md"
"Decoradores","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/decoradores.md"
"Diccionarios","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/diccionarios.md"
"Funciones","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/funciones.md"
"Herencia","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/herencia.md"
"Iteradores y generadores","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/iteradores-generadores.md"
"Lambdas","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/lambdas.md"
"Listas","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/listas.md"
"Operadores matematicos","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/operadores-comparadores-matematicos.md"
"Operadores lógicos","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/operadores-lógicos.md"
"Polimorfismo","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/polimorfismo.md"
"Tuplas","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/python/tuplas.md"
"Python"
"Programación Orientada a Objetos","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/apuntes/java/poo.md"
"Java"
